1659
f	p	v	t
15	-1	15	0
15	-1	15	0
15	-1	15	0
18	246	18	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
18	253	18	0
15	-1	15	0
18	255	18	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
18	262	18	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
18	278	18	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
18	311	18	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
18	339	18	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
18	351	18	0
15	-1	15	0
15	-1	15	0
18	354	18	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
18	371	18	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
18	387	18	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
18	399	18	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
16	404	16	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
18	420	18	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
18	487	18	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
18	496	18	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
18	505	18	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
18	533	18	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
18	551	18	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
18	560	18	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
18	571	18	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
18	582	18	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
18	603	18	0
15	-1	15	0
15	-1	15	0
15	-1	15	609
18	607	18	0
22	608	22	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
18	641	18	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
18	669	18	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
18	681	18	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
18	689	18	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
18	711	18	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
18	745	18	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
18	749	18	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
18	771	18	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
18	807	18	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
18	840	18	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
18	866	18	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
18	873	18	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
18	891	18	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
17	919	17	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
18	939	18	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
18	947	18	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
18	956	18	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
18	964	18	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
18	969	18	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
18	1014	18	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
18	1024	18	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
18	1034	18	0
15	-1	15	0
18	1036	18	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
18	1045	18	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
18	1052	18	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
18	1093	18	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
18	1108	18	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
18	1122	18	0
15	-1	15	0
18	1124	18	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
18	1131	18	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
18	1164	18	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
18	1170	18	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
18	1178	18	0
15	-1	15	0
18	1180	18	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
18	1191	18	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
18	1196	18	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
18	1243	18	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
18	1260	18	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
18	1275	18	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
17	1296	17	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
18	1332	18	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
18	1336	18	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
18	1350	18	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
18	1354	18	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
18	1382	18	0
15	-1	15	0
23	1384	23	0
15	-1	15	1389
23	1386	23	1389
32	1387	32	0
33	1388	33	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
18	1419	18	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
18	1435	18	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
18	1457	18	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
18	1465	18	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
18	1472	18	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
18	1486	18	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
18	1490	18	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
18	1494	18	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
18	1502	18	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
18	1545	18	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
18	1554	18	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
15	-1	15	0
